LON,LAT,EDO,CLAVE,ESTACION,sep-22
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",61.7
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",68.8
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",100.1
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",76.1
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",103.6
-99.728333,18.928333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",216
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",107
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",76.3
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",65.8
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",52.5
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",54.1
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",203
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",0
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",86.2
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",54.3
-100.304167,19.170278,MEX,SANTOTOMASCFE,"Santo Tom·s, MÈx. CFE*",0
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",88
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",182.1
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",51.2
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",127
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",118.5
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",67.5
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx.",48.9
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",132.1
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",278.6
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÈx.",79.9
-99.195,19.538611,MEX,TLALNE,"Tlalnepantla, MÈx. UNAM*",42.8
-100.053056,19.058056,MEX,TMSMX,"Temascaltepec, MÈx.",219.5
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",87.6
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",85.6
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",107.5
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",76.3
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",50.9
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",50.5
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, MÈx.",59
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",82.3
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",194.8
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, MÈx.",90.9
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",135.4
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",117.3
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",81.9
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",78.6
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",120.2
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",19.3
-100.891111,18.463333,MICH,CAIMANERACFE,"Caimanera, Mich. CFE*",213.6
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",60.4
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",36.5
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",151
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",167.7
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",81.1
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",51.3
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",132
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",71.3
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",60.1
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",148.8
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",57.5
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",53.3
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",55.1
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",142.2
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",146.1
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",32.6
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",69.5
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo L.C., Mich.",291
-100.873611,19.829167,MICH,MLPMC,"MalpaÌs, Mich.",111.3
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",80.5
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",101
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",75.8
-100.439167,19.890833,MICH,MRVMC,"MaravatÌo, Mich.",84
-102.221944,18.883333,MICH,PANCHESCFE,"Panches, Mich. CFE*",104.4
-101.05,19.49,MICH,PDBMC,"Planta de Bombeo, Mich.",66
-101.6,20.3,MICH,PORMC,"Pastor Ortiz, Mich.",46.1
-100.684167,19.621389,MICH,PUCMC,"Pucuato, Mich.",35.8
-102.136944,19.961389,MICH,PUREPETIRO,"Presa Urepetiro, Mich. SGT*",83
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",76.5
-102.464722,20.208333,MICH,SCRMC,"San CristÛbal, Mich.",20.5
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",159.8
-102.4,20.1,MICH,SSIMC,"San SimÛn, Mich.",18
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",64.1
-100.229167,20.000556,MICH,TEPUXTEPECF,"Tepuxtepec, Mich. FENIX*",64.3
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",132.8
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",72.7
-102.079167,19.42,MICH,URUAPAN,"Uruapan, Mich. SMN*",357.4
-102.180278,18.048333,MICH,VILMC,"JosÈ MarÌa Morelos y PavÛn, Mich.",381.6
-101.45,19.55,MICH,VJIMC,"Villa JimÈnez, Mich.",46.2
-102.242222,20.339444,MICH,YURMC,"YurÈcuaro, Mich.",64.1
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",36
-102.316667,19.983333,MICH,ZAMORAob,"Observatorio de Zamora, Mich. SMN*",49.6
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",114.2
-101.931944,18.921111,MICH,ZICMC,"Zicuir·n, Mich.",56.6
-100.828611,19.860278,MICH,ZINMC,"ZinapÈcuaro, Mich.",91.3
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",213
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",147.1
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",237.7
-98.771111,18.755278,MOR,AMIMR,"Amilcingo, Mor.",295
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",284.2
-98.891389,18.931111,MOR,ATBMR,"Atlatlahuacan Bachillerato, Mor.",209.6
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",349.6
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",30.5
-98.714444,18.583056,MOR,CAYMR,"Cayehuacan, Mor.",124.1
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",142.6
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",210.9
-99.324722,18.862778,MOR,CUNMR,"Cuentepec, Mor.",148.5
-98.954444,18.817778,MOR,CUSMR,"Cuautla SMN, Mor.",206.4
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",268.3
-98.786667,18.690556,MOR,ELPMR,"El PeÒÛn, Mor.",138.4
-99.273611,18.503889,MOR,EZPMR,"Emiliano Zapata, Mor.",220.7
-99.180278,18.573889,MOR,HIGMR,"HiguerÛn, Mor.",265
-99.424167,18.608333,MOR,HUAMR,"Huajintl·n, Mor.",347
-99.267222,19.045,MOR,HUCMR,"Centro Bachillerato TecnolÛgico Agropecuario 154 Huitzilac, Mor.",61.3
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",254.4
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",346.9
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",276.8
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",116.4
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de TecnologÌa del Agua, Mor. SMN*",171.9
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",198.6
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",196.7
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",129.7
-99.4,18.7,MOR,MIAMR,"Miacatl·n, Mor.",183
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",170.1
-99.140833,18.519444,MOR,NEXMR,"Nexpa, Mor.",180
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",140
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",250
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",300
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",351
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",247.8
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",235.3
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",213.8
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",185
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",222.3
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",122.3
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",208.6
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",224.1
-98.710278,18.876389,MOR,TETMR,"Tetela del Volc·n, Mor.",192.4
-99.103889,18.794167,MOR,TICMR,"Ticum·n, Mor.",187.6
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",167
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",122.4
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",168.1
-98.9,18.9,MOR,TLYMR,"Tlayacapan, Mor.",204.9
-99.241667,19.054167,MOR,TMAMR,"Tres MarÌas, Mor.",316.4
-98.786944,18.778056,MOR,TMCMR,"Temoac, Mor.",96.3
-99.093889,18.705833,MOR,TMPMR,"Temilpa, Mor.",173.8
-98.92,18.9875,MOR,TOTMR,"Totolapan, Mor.",59.4
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",214.4
-99.072778,18.971389,MOR,TPZMR,"Tepoztl·n, Mor.",186
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",278.5
-99.383611,18.73,MOR,VIAMR,"Vista Alegre, Mor.",272.8
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",229.8
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",210.1
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",198
-98.866111,18.881944,MOR,YECMR,"Yecapixtla, Mor.",180.7
-99.196667,18.651389,MOR,ZCTMR,"Observatorio de Zacatepec, Mor.",203.5
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",338.7
-105.383333,22.466389,NAY,ACAPONETA,"Acaponeta, Nay. SMN*",192.5
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",73.7
-105.1125,21.831111,NAY,CAPNR,"Capomal, Nay.",192
-104.450833,21.428333,NAY,CJNNR,"Leonardo RodrÌguez Alcaine, Nay.",29.7
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",195.5
-104.516944,22.250833,NAY,JMANR,"Jes˙s MarÌa, Nay.",145
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",357.5
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",207
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",240.5
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",158.9
-105.1425,21.958333,NAY,RUINR,"Ruiz, Nay.",357.7
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",465.3
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",202.9
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",93.6
-99.911667,24.321944,NL,ASCNL,"La AscensiÛn, N.L.",79
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",289.8
-99.579444,24.876111,NL,CAMACHO,"Camacho, N.L. SGT*",5.6
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",134.8
-100.276111,25.801389,NL,CanadaS,"El Canad·, N.L. SAHM*",194.8
-99.439444,24.976111,NL,CARNL,"Carmen de los Elizondo Linares, N.L.",183.1
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",161.1
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",333.4
-99.399722,24.9375,NL,CPRNL,"JosÈ LÛpez Portillo, N.L.",127
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",396.9
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",160.9
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",499
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",319.8
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",36.1
-100.128056,25.428056,NL,LBCNL,"Rodrigo GÛmez, N.L.",385.6
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",189.6
-99.196667,26.022222,NL,MDRNL,"Madero, N.L.",99.2
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",302.7
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",114
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",288.9
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",84
-100.128889,25.429444,NL,PLABOCA,"Presa La Boca, N.L. SGT*",225.8
-100.372222,27.429167,NL,PSANL,"Salinillas, N.L.",74
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",38
-100.308333,25.7325,NL,TOPOCHICO,"Topo Chico Monterrey, N.L. SGT*",228.5
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",73
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",170.9
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",391.2
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",365.5
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",308.4
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",202.3
-98.278333,17.532778,OAX,CALOX,"Calihual·, Oax.",152.8
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",947.4
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",288.9
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotl·n, Oax.",101.9
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",606
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",480.8
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",1063.8
-95.374444,16.434722,OAX,EMAOX,"El MarquÈs, Oax.",269.4
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",95.3
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de LeÛn, Oax.",141.6
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de LeÛn, Oax.",141.5
-96.133889,15.748889,OAX,HUATULCOmar,"Huatulco, Oax. SEMAR*",417
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",97.4
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",226
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",1612
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Ju·rez, Oax.",239
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",132.5
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",272
-96.905556,18.210556,OAX,LCAOX,"La Carbonera, Oax.",230
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",387.5
-95.483333,17.45,OAX,MAROX,"MarÌa Lombardo, Oax.",381.3
-96.579722,16.344167,OAX,MIAHUATLAN,"Miahuatl·n, Oax. SMN*",72
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",145.8
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",201.7
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",489.6
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca PacÌfico Sur PIAE, Oax.",103
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto ¡ngel, Oax.",542.4
-95.481389,16.585278,OAX,RHOOX,"RÌo Hondo, Oax.",249.5
-95.916667,17.733333,OAX,RMLOX,"RÌo Manso Lalana, Oax.",573.3
-97.725,16.102778,OAX,RVEOX,"RÌo Verde, Oax.",216
-97.839444,17.156667,OAX,SACOX,"San AndrÈs Chicahuaxtla, Oax.",18.3
-95.165,16.283056,OAX,SBLOX,"San Blas Atempa, Oax.",220.2
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",194.5
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",164.5
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",1265
-97.626667,18.1,OAX,SJNOX,"San Juan Nochixtl·n, Oax.",32.1
-98.1425,17.501389,OAX,SLAOX,"Silacayo·pam, Oax.",137.4
-96.453611,17.1175,OAX,SMAOX,"San Antonio Cuajimoloyas, Oax.",212
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",132.2
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",627.4
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",28.6
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",169
-96.412222,18.232222,OAX,TEMOX,"Presidente Alem·n, Oax.",667.2
-97.424444,17.550556,OAX,TEPOX,"San Juan Teposcolula, Oax.",135.6
-95.6,16.416667,OAX,TEQOX,"Tequisistl·n, Oax.",147.5
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",447.6
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatl·n de Segura y Luna, Oax.",112.5
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",705.7
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",1125.7
-94.833333,16.45,OAX,UHGOX,"UniÛn Hidalgo, Oax.",135
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",1170.2
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",100.8
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",677.4
-98.389444,17.755278,OAX,ZALOX,"Zapotitl·n Lagunas, Oax.",114.9
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",271.7
-97.818056,17.889722,OAX,ZAPOX,"Zapotitl·n Palmas, Oax.",148.1
-97.418056,19.45,PUE,ACHPB,"Alchichilca, Pue.",37.3
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",174
-98.055,18.277222,PUE,ADOPB,"Acatl·n de Osorio, Pue.",86
-98.135833,18.9425,PUE,AFRPB,"¡fricam, Pue.",87.1
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",176
-98.148056,20.033056,PUE,AHUPB,"Ahuazontepec, Pue.",172.8
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",365.4
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",165.4
-97.881111,20.385833,PUE,AVCPB,"¡vila Camacho, Pue.",426.7
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",612.7
-98.108611,18.9125,PUE,BDDPB,"Manuel ¡vila Camacho, Pue.",91.6
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serd·n, Pue.",58
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",73.3
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",231.5
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",203.5
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",110.6
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",144.4
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",111.8
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",119.1
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",354
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",649.5
-98.275556,18.966111,PUE,ECHPB,"EcheverrÌa, Pue.",158.5
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",200.7
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",181
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",457.2
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",218.1
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitl·n, Pue.",52
-98.466389,18.610833,PUE,IZMPB,"Iz˙car de Matamoros, Pue.",178
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",195.8
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",194.7
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",602.6
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",407.1
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",447.6
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",101.5
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",271
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",162.9
-97.702778,20.445833,PUE,PTEPALOMAS,"Puente Palomas, Pue. SGT*",355.3
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",281.2
-98.166667,19.05,PUE,PUEBLAob,"Observatorio de Puebla, Pue. SMN*",12.8
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",258
-97.616667,19.25,PUE,QUIPB,"Quimixtl·n, Pue.",389
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",281
-98.22,19.113056,PUE,SCRPB,"San CristÛbal Caleras, Pue.",166.2
-97.208333,20.131389,PUE,SJAPB,"San JosÈ Acateno, Pue.",291.3
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",49.1
-98.4175,19.284167,PUE,SMTPB,"San MartÌn Texmelucan, Pue.",96.3
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",582
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",172
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",648.8
-97.7925,20.004444,PUE,TDRPB,"Tepango de RodrÌguez, Pue.",864
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",55.9
-97.395556,18.479167,PUE,TEHPB,"Tehuac·n, Pue.",102
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",251.2
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",229.3
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",357.4
-97.390556,19.887778,PUE,TEZIUTLAN,"Teziutl·n, Pue. SMN*",333.4
-97.359722,19.815278,PUE,TEZPB,"Teziutl·n, Pue.",307
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de DÌaz, Pue.",820.3
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",66
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",576.3
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",442
-97.720833,18.865556,PUE,UTTPB,"Universidad TecnolÛgica Tecamachalco, Pue. SMN*",103.7
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",221.3
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Ju·rez, Pue.",496.8
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",369
-97.011389,18.332222,PUE,ZOQPB,"Zoquitl·n, Pue.",471
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",233
-100.412222,20.504167,QRO,BATQT,"El Bat·n, Qro.",43
-100.080278,20.418611,QRO,CNSQT,"ConstituciÛn de 1917, Qro.",65
-100.283056,20.389444,QRO,HUIQT,"Huimilpan, Qro. SMN*",64.6
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",34.9
-100,20.3625,QRO,SJSQT,"San JosÈ, Qro.",59.3
-86.820278,21.156667,QROO,CANQR,"Canc˙n, Q. Roo.",88.2
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",134.6
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",238.3
-86.775833,21.074444,QROO,CNCQR,"Canc˙n Radar, Q. Roo. SMN*",95.8
-86.906944,20.476944,QROO,CO2QR,"Cozumel, Q. Roo. SMN*",181.8
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",239.6
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",186.1
-88.703611,19.752222,QROO,JMORELOS,"JosÈ MarÌa Morelos, Q. Roo. SMN*",146.4
-88.923889,18.455278,QROO,NICOLASBRAVO,"Nicol·s Bravo, Q. Roo. SMN*",139.5
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",280.9
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Ju·rez, Q. Roo. SEMAR*",106.8
-106.654167,24.047222,SIN,ACTSI,"Acatit·n, Sin.",60.5
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidromÈtrica, Sin.",210.2
-107.388333,25.101389,SIN,ALMSI,"Adolfo LÛpez Mateos, Sin.",210.6
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",277
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",138.5
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",163.6
-107.4,24.816667,SIN,CLCSI,"Culiac·n, Sin.",171.5
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",199
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",71.4
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",150.5
-108.480833,25.806667,SIN,ENASI,"EstaciÛn Naranjo, Sin.",14.5
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidromÈtrica, Sin.",50.1
